index,image_link,group_id
1,https://m.media-amazon.com/images/I/91JFHtM7LBS.jpg,1001
2,https://m.media-amazon.com/images/I/61zIvU-0TDL.jpg,1002
3,https://m.media-amazon.com/images/I/7157akbJ01L.jpg,1003
4,https://m.media-amazon.com/images/I/71srYTiKzSL.jpg,1004
5,https://m.media-amazon.com/images/I/61hCwRZXiNL.jpg,1005
6,https://m.media-amazon.com/images/I/914Zu5LlgpL.jpg,1006
7,https://m.media-amazon.com/images/I/51D17wyqoZL.jpg,1007
8,https://m.media-amazon.com/images/I/71n8hV7ZeUL.jpg,1008
9,https://m.media-amazon.com/images/I/81fodejE-uL.jpg,1009
10,https://m.media-amazon.com/images/I/61IqphmFPeL.jpg,1010
11,https://m.media-amazon.com/images/I/712OM3h6AUL.jpg,1011
12,https://m.media-amazon.com/images/I/71SnYr3JO-L.jpg,1012
13,https://m.media-amazon.com/images/I/71zFOlk9H4L.jpg,1013
14,https://m.media-amazon.com/images/I/61QbYFFqX9L.jpg,1014
15,https://m.media-amazon.com/images/I/71vGA6IrekL.jpg,1015
16,https://m.media-amazon.com/images/I/61BHEuHB-kL.jpg,1016
17,https://m.media-amazon.com/images/I/61HNmg5BhvL.jpg,1017
18,https://m.media-amazon.com/images/I/41GtCEeguvL.jpg,1018
19,https://m.media-amazon.com/images/I/71cgzSWNNZL.jpg,1019
20,https://m.media-amazon.com/images/I/517AFkm9qAL.jpg,1020
21,https://m.media-amazon.com/images/I/61eQd2gtmgS.jpg,1021
22,https://m.media-amazon.com/images/I/61AdGZ6P7CL.jpg,1022
23,https://m.media-amazon.com/images/I/712rQYDvH7L.jpg,1023
24,https://m.media-amazon.com/images/I/71sejW7m88L.jpg,1024
25,https://m.media-amazon.com/images/I/71oSkAZgioL.jpg,1025
26,https://m.media-amazon.com/images/I/61sHghARqQL.jpg,1026
27,https://m.media-amazon.com/images/I/91TFrjOCx1L.jpg,1027
28,https://m.media-amazon.com/images/I/714gWkrSUOL.jpg,1028
29,https://m.media-amazon.com/images/I/71PJf5bW81L.jpg,1029
30,https://m.media-amazon.com/images/I/411pTr7FCPL.jpg,1030
31,https://m.media-amazon.com/images/I/716IpHFvlSL.jpg,1031
32,https://m.media-amazon.com/images/I/71a4YiH1QoL.jpg,1032
33,https://m.media-amazon.com/images/I/41TdJvH7PFL.jpg,1033
34,https://m.media-amazon.com/images/I/710Ci0F2WQL.jpg,1034
35,https://m.media-amazon.com/images/I/61gA-mE+NRL.jpg,1035
36,https://m.media-amazon.com/images/I/3162cRVaSiL.jpg,1036
37,https://m.media-amazon.com/images/I/7150KeN4HxL.jpg,1037
38,https://m.media-amazon.com/images/I/61pXBGZnqhL.jpg,1038
39,https://m.media-amazon.com/images/I/61oAOR5c21L.jpg,1039
40,https://m.media-amazon.com/images/I/41l7U14PY7L.jpg,1040
41,https://m.media-amazon.com/images/I/41tNCi0QmgL.jpg,1041
42,https://m.media-amazon.com/images/I/71exCqkRGAL.jpg,1042
43,https://m.media-amazon.com/images/I/51l4xQ3uz0L.jpg,1043
44,https://m.media-amazon.com/images/I/513YbEqpjdL.jpg,1044
45,https://m.media-amazon.com/images/I/61NjYha9pvL.jpg,1045
46,https://m.media-amazon.com/images/I/61-MZ+oR5bL.jpg,1046
47,https://m.media-amazon.com/images/I/71DMbiEXcPL.jpg,1047
48,https://m.media-amazon.com/images/I/61YVHFP0Q7L.jpg,1048
49,https://m.media-amazon.com/images/I/61EidjXUBrL.jpg,1049
50,https://m.media-amazon.com/images/I/61SeDyzrx2L.jpg,1050
51,https://m.media-amazon.com/images/I/71+bz5i4SDL.jpg,1051
52,https://m.media-amazon.com/images/I/71AuTPJ0veL.jpg,1052
53,https://m.media-amazon.com/images/I/71nN+60YdgL.jpg,1053
54,https://m.media-amazon.com/images/I/71cPJTVWPsL.jpg,1054
55,https://m.media-amazon.com/images/I/61rUhBiiByL.jpg,1055
56,https://m.media-amazon.com/images/I/81NOnOtE7RL.jpg,1056
57,https://m.media-amazon.com/images/I/611zGPNvmGL.jpg,1057
58,https://m.media-amazon.com/images/I/61dwdcVtAQL.jpg,1058
59,https://m.media-amazon.com/images/I/61v9VxmwqfL.jpg,1059
60,https://m.media-amazon.com/images/I/71Uf-lm9TCL.jpg,1060
61,https://m.media-amazon.com/images/I/61oL+Pja9HL.jpg,1061
62,https://m.media-amazon.com/images/I/61RaOkx5xZL.jpg,1062
63,https://m.media-amazon.com/images/I/61FV38D907L.jpg,1063
64,https://m.media-amazon.com/images/I/61sMmLGUMbL.jpg,1064
65,https://m.media-amazon.com/images/I/71pHn7eEpKL.jpg,1065
66,https://m.media-amazon.com/images/I/816eYp7GbPL.jpg,1066
67,https://m.media-amazon.com/images/I/71S3uYKb-PL.jpg,1067
68,https://m.media-amazon.com/images/I/61o0PGan-xL.jpg,1068
69,https://m.media-amazon.com/images/I/71VBAom6ptL.jpg,1069
70,https://m.media-amazon.com/images/I/81T11twEv6L.jpg,1070
71,https://m.media-amazon.com/images/I/41chtLANASL.jpg,1071
72,https://m.media-amazon.com/images/I/71pnps9wDZL.jpg,1072
73,https://m.media-amazon.com/images/I/41bK1WOjjoL.jpg,1073
74,https://m.media-amazon.com/images/I/811O9kc4SDL.jpg,1074
75,https://m.media-amazon.com/images/I/71+s2lT4KpL.jpg,1075
76,https://m.media-amazon.com/images/I/71o88CGFtKL.jpg,1076
77,https://m.media-amazon.com/images/I/81wIUG4R04L.jpg,1077
78,https://m.media-amazon.com/images/I/91rosFXQlhL.jpg,1078
79,https://m.media-amazon.com/images/I/61JysAVWHKL.jpg,1079
80,https://m.media-amazon.com/images/I/71xvmef1kOL.jpg,1080
81,https://m.media-amazon.com/images/I/71A0yxmcgEL.jpg,1081
82,https://m.media-amazon.com/images/I/51dXtAfSy+L.jpg,1082
83,https://m.media-amazon.com/images/I/51BIJMDJ65L.jpg,1083
84,https://m.media-amazon.com/images/I/71KtoQXibaL.jpg,1084
85,https://m.media-amazon.com/images/I/61-Pm8ltP4L.jpg,1085
86,https://m.media-amazon.com/images/I/61hpYHNLryL.jpg,1086
87,https://m.media-amazon.com/images/I/717QXEAal-L.jpg,1087
88,https://m.media-amazon.com/images/I/51he0j4PZHL.jpg,1088
89,https://m.media-amazon.com/images/I/81tluDIzTbS.jpg,1089
90,https://m.media-amazon.com/images/I/71u3DEO3+cL.jpg,1090
91,https://m.media-amazon.com/images/I/71-48x55MpL.jpg,1091
92,https://m.media-amazon.com/images/I/716UJpf7guL.jpg,1092
93,https://m.media-amazon.com/images/I/717PnAHHYxL.jpg,1093
94,https://m.media-amazon.com/images/I/71rg3ursCYL.jpg,1094
95,https://m.media-amazon.com/images/I/61IeazVX4uL.jpg,1095
96,https://m.media-amazon.com/images/I/61B304RHorL.jpg,1096
97,https://m.media-amazon.com/images/I/51-R1pQ1rjL.jpg,1097
98,https://m.media-amazon.com/images/I/61ru-UuUAfL.jpg,1098
99,https://m.media-amazon.com/images/I/51ZRQx8Io6L.jpg,1099
100,https://m.media-amazon.com/images/I/71uXZbooOeL.jpg,1100
